"","from","to"
"5441","uce-179629_hetsic","uce-3950_hetsic"
"5442","uce-40832_hetsic","uce-3951_hetsic"
"5443","uce-179624_hetsic","uce-3952_hetsic"
"5444","uce-169677_hetsic","uce-2636_hetsic"
"5445","uce-212941_hetsic","uce-2192_hetsic"
"5446","uce-239473_hetsic","uce-2193_hetsic"
"5447","uce-190464_hetsic","uce-2194_hetsic"
"5448","uce-84564_hetsic","uce-3359_hetsic"
"5449","uce-160189_hetsic","uce-3360_hetsic"
"5450","uce-141291_hetsic","uce-3955_hetsic"
"5451","uce-244731_hetsic","uce-2797_hetsic"
"5452","uce-84364_hetsic","uce-3956_hetsic"
"5453","uce-175410_hetsic","uce-3192_hetsic"
"5454","uce-60623_hetsic","uce-2195_hetsic"
"5455","uce-21993_hetsic","uce-3361_hetsic"
"5456","uce-13786_hetsic","uce-3362_hetsic"
"5457","uce-128134_hetsic","uce-3959_hetsic"
"5458","uce-201102_hetsic","uce-2197_hetsic"
"5459","uce-128130_hetsic","uce-3960_hetsic"
"5460","uce-232533_hetsic","uce-3961_hetsic"
"5461","uce-13079_hetsic","uce-3319_hetsic"
"5462","uce-87721_hetsic","uce-2800_hetsic"
"5463","uce-39678_hetsic","uce-3962_hetsic"
"5464","uce-87729_hetsic","uce-2801_hetsic"
"5465","uce-10095_hetsic","uce-3963_hetsic"
"5466","uce-84106_hetsic","uce-3964_hetsic"
"5467","uce-81401_hetsic","uce-2802_hetsic"
"5468","uce-95011_hetsic","uce-3599_hetsic"
"5469","uce-227461_hetsic","uce-2803_hetsic"
"5470","uce-200670_hetsic","uce-3364_hetsic"
"5471","uce-250049_hetsic","uce-2804_hetsic"
"5472","uce-87928_hetsic","uce-2200_hetsic"
"5473","uce-119135_hetsic","uce-2057_hetsic"
"5474","uce-141103_hetsic","uce-3366_hetsic"
"5475","uce-114509_hetsic","uce-3965_hetsic"
"5476","uce-227317_hetsic","uce-3966_hetsic"
"5477","uce-183587_hetsic","uce-3967_hetsic"
"5478","uce-230688_hetsic","uce-3968_hetsic"
"5479","uce-110472_hetsic","uce-3969_hetsic"
"5480","uce-227795_hetsic","uce-2808_hetsic"
"5481","uce-219175_hetsic","uce-3368_hetsic"
"5482","uce-67396_hetsic","uce-2201_hetsic"
"5483","uce-182613_hetsic","uce-3247_hetsic"
"5484","uce-182340_hetsic","uce-3369_hetsic"
"5485","uce-166674_hetsic","uce-3370_hetsic"
"5486","uce-200705_hetsic","uce-2639_hetsic"
"5487","uce-166670_hetsic","uce-3371_hetsic"
"5488","uce-172848_hetsic","uce-3373_hetsic"
"5489","uce-172846_hetsic","uce-3374_hetsic"
"5490","uce-103419_hetsic","uce-2513_hetsic"
"5491","uce-122440_hetsic","uce-2810_hetsic"
"5492","uce-201075_hetsic","uce-3583_hetsic"
"5493","uce-227263_hetsic","uce-3375_hetsic"
"5494","uce-76354_hetsic","uce-2202_hetsic"
"5495","uce-21420_hetsic","uce-2203_hetsic"
"5496","uce-148844_hetsic","uce-3971_hetsic"
"5497","uce-166456_hetsic","uce-2204_hetsic"
"5498","uce-8993_hetsic","uce-3376_hetsic"
"5499","uce-21428_hetsic","uce-2205_hetsic"
"5500","uce-176387_hetsic","uce-2811_hetsic"
"5501","uce-86980_hetsic","uce-2812_hetsic"
"5502","uce-57557_hetsic","uce-2092_hetsic"
"5503","uce-250556_hetsic","uce-2093_hetsic"
"5504","uce-114163_hetsic","uce-2208_hetsic"
"5505","uce-54197_hetsic","uce-3377_hetsic"
"5506","uce-215501_hetsic","uce-2814_hetsic"
"5507","uce-172668_hetsic","uce-2209_hetsic"
"5508","uce-84630_hetsic","uce-2815_hetsic"
"5509","uce-162315_hetsic","uce-2127_hetsic"
"5510","uce-166589_hetsic","uce-3378_hetsic"
"5511","uce-143290_hetsic","uce-3975_hetsic"
"5512","uce-31491_hetsic","uce-2816_hetsic"
"5513","uce-166581_hetsic","uce-3379_hetsic"
"5514","uce-91693_hetsic","uce-2817_hetsic"
"5515","uce-182986_hetsic","uce-4161_hetsic"
"5516","uce-143726_hetsic","uce-2210_hetsic"
"5517","uce-188424_hetsic","uce-2818_hetsic"
"5518","uce-94629_hetsic","uce-2113_hetsic"
"5519","uce-118312_hetsic","uce-3287_hetsic"
"5520","uce-21511_hetsic","uce-2116_hetsic"
"5521","uce-188428_hetsic","uce-2819_hetsic"
"5522","uce-144985_hetsic","uce-2211_hetsic"
"5523","uce-62678_hetsic","uce-2820_hetsic"
"5524","uce-132132_hetsic","uce-2821_hetsic"
"5525","uce-143505_hetsic","uce-3382_hetsic"
"5526","uce-92807_hetsic","uce-3640_hetsic"
"5527","uce-133799_hetsic","uce-2213_hetsic"
"5528","uce-210220_hetsic","uce-3203_hetsic"
"5529","uce-215434_hetsic","uce-3384_hetsic"
"5530","uce-148199_hetsic","uce-2134_hetsic"
"5531","uce-57954_hetsic","uce-2822_hetsic"
"5532","uce-162971_hetsic","uce-3979_hetsic"
"5533","uce-231799_hetsic","uce-2214_hetsic"
"5534","uce-77771_hetsic","uce-3386_hetsic"
"5535","uce-149956_hetsic","uce-2108_hetsic"
"5536","uce-106516_hetsic","uce-2824_hetsic"
"5537","uce-109096_hetsic","uce-2150_hetsic"
"5538","uce-9644_hetsic","uce-3317_hetsic"
"5539","uce-45055_hetsic","uce-3387_hetsic"
"5540","uce-164632_hetsic","uce-3388_hetsic"
"5541","uce-36378_hetsic","uce-3389_hetsic"
"5542","uce-97575_hetsic","uce-2215_hetsic"
"5543","uce-118881_hetsic","uce-3980_hetsic"
"5544","uce-21609_hetsic","uce-3325_hetsic"
"5545","uce-33250_hetsic","uce-3390_hetsic"
"5546","uce-96007_hetsic","uce-3391_hetsic"
"5547","uce-12332_hetsic","uce-3981_hetsic"
"5548","uce-150284_hetsic","uce-4274_hetsic"
"5549","uce-227227_hetsic","uce-3205_hetsic"
"5550","uce-92246_hetsic","uce-3392_hetsic"
"5551","uce-16319_hetsic","uce-3393_hetsic"
"5552","uce-69862_hetsic","uce-3332_hetsic"
"5553","uce-45181_hetsic","uce-3334_hetsic"
"5554","uce-163171_hetsic","uce-3336_hetsic"
"5555","uce-154754_hetsic","uce-2172_hetsic"
"5556","uce-146000_hetsic","uce-2641_hetsic"
"5557","uce-229806_hetsic","uce-3341_hetsic"
"5558","uce-192348_hetsic","uce-2217_hetsic"
"5559","uce-9009_hetsic","uce-2826_hetsic"
"5560","uce-92067_hetsic","uce-2218_hetsic"
"5561","uce-171367_hetsic","uce-2219_hetsic"
"5562","uce-131787_hetsic","uce-3397_hetsic"
"5563","uce-98624_hetsic","uce-3982_hetsic"
"5564","uce-12098_hetsic","uce-3116_hetsic"
"5565","uce-9005_hetsic","uce-2827_hetsic"
"5566","uce-196828_hetsic","uce-2220_hetsic"
"5567","uce-32896_hetsic","uce-2294_hetsic"
"5568","uce-247896_hetsic","uce-3983_hetsic"
"5569","uce-10892_hetsic","uce-2221_hetsic"
"5570","uce-27919_hetsic","uce-2222_hetsic"
"5571","uce-117446_hetsic","uce-3401_hetsic"
"5572","uce-208331_hetsic","uce-4054_hetsic"
"5573","uce-64842_hetsic","uce-3355_hetsic"
"5574","uce-47836_hetsic","uce-2829_hetsic"
"5575","uce-231133_hetsic","uce-2223_hetsic"
"5576","uce-48121_hetsic","uce-2830_hetsic"
"5577","uce-150923_hetsic","uce-3986_hetsic"
"5578","uce-45311_hetsic","uce-4173_hetsic"
"5579","uce-44054_hetsic","uce-2224_hetsic"
"5580","uce-126381_hetsic","uce-2196_hetsic"
"5581","uce-242886_hetsic","uce-2225_hetsic"
"5582","uce-98195_hetsic","uce-3987_hetsic"
"5583","uce-227947_hetsic","uce-3031_hetsic"
"5584","uce-67717_hetsic","uce-3988_hetsic"
"5585","uce-249852_hetsic","uce-2226_hetsic"
"5586","uce-206453_hetsic","uce-2831_hetsic"
"5587","uce-83915_hetsic","uce-2832_hetsic"
"5588","uce-44905_hetsic","uce-3607_hetsic"
"5589","uce-28383_hetsic","uce-3905_hetsic"
"5590","uce-106263_hetsic","uce-3989_hetsic"
"5591","uce-163221_hetsic","uce-2833_hetsic"
"5592","uce-175591_hetsic","uce-2062_hetsic"
"5593","uce-120550_hetsic","uce-3990_hetsic"
"5594","uce-140403_hetsic","uce-2227_hetsic"
"5595","uce-36798_hetsic","uce-3991_hetsic"
"5596","uce-97754_hetsic","uce-3403_hetsic"
"5597","uce-60280_hetsic","uce-3404_hetsic"
"5598","uce-8841_hetsic","uce-3405_hetsic"
"5599","uce-8846_hetsic","uce-3396_hetsic"
"5600","uce-48017_hetsic","uce-3604_hetsic"
"5601","uce-223744_hetsic","uce-2301_hetsic"
"5602","uce-72850_hetsic","uce-3400_hetsic"
"5603","uce-180041_hetsic","uce-2230_hetsic"
"5604","uce-197085_hetsic","uce-2834_hetsic"
"5605","uce-21148_hetsic","uce-3907_hetsic"
"5606","uce-175243_hetsic","uce-2835_hetsic"
"5607","uce-93041_hetsic","uce-3993_hetsic"
"5608","uce-197248_hetsic","uce-3412_hetsic"
"5609","uce-171181_hetsic","uce-3407_hetsic"
"5610","uce-129520_hetsic","uce-3408_hetsic"
"5611","uce-249503_hetsic","uce-3738_hetsic"
"5612","uce-185642_hetsic","uce-3994_hetsic"
"5613","uce-132082_hetsic","uce-3879_hetsic"
"5614","uce-197243_hetsic","uce-3406_hetsic"
"5615","uce-141596_hetsic","uce-3995_hetsic"
"5616","uce-224459_hetsic","uce-3509_hetsic"
"5617","uce-64660_hetsic","uce-3410_hetsic"
"5618","uce-182248_hetsic","uce-3915_hetsic"
"5619","uce-217070_hetsic","uce-2400_hetsic"
"5620","uce-154130_hetsic","uce-2836_hetsic"
"5621","uce-182273_hetsic","uce-3411_hetsic"
"5622","uce-99714_hetsic","uce-2253_hetsic"
"5623","uce-20590_hetsic","uce-3996_hetsic"
"5624","uce-209077_hetsic","uce-2837_hetsic"
"5625","uce-25446_hetsic","uce-3413_hetsic"
"5626","uce-23632_hetsic","uce-3997_hetsic"
"5627","uce-85191_hetsic","uce-3998_hetsic"
"5628","uce-67574_hetsic","uce-2265_hetsic"
"5629","uce-154803_hetsic","uce-2231_hetsic"
"5630","uce-141626_hetsic","uce-3999_hetsic"
"5631","uce-125706_hetsic","uce-2840_hetsic"
"5632","uce-18303_hetsic","uce-2841_hetsic"
"5633","uce-19782_hetsic","uce-4000_hetsic"
"5634","uce-81470_hetsic","uce-4001_hetsic"
"5635","uce-208414_hetsic","uce-2233_hetsic"
"5636","uce-202597_hetsic","uce-3832_hetsic"
"5637","uce-168083_hetsic","uce-2234_hetsic"
"5638","uce-47569_hetsic","uce-4002_hetsic"
"5639","uce-5303_hetsic","uce-4003_hetsic"
"5640","uce-200646_hetsic","uce-2235_hetsic"
"5641","uce-25529_hetsic","uce-2650_hetsic"
"5642","uce-228054_hetsic","uce-3707_hetsic"
"5643","uce-95862_hetsic","uce-2126_hetsic"
"5644","uce-224670_hetsic","uce-2843_hetsic"
"5645","uce-96580_hetsic","uce-3414_hetsic"
"5646","uce-52755_hetsic","uce-4004_hetsic"
"5647","uce-5940_hetsic","uce-3415_hetsic"
"5648","uce-143190_hetsic","uce-4005_hetsic"
"5649","uce-27754_hetsic","uce-2238_hetsic"
"5650","uce-147418_hetsic","uce-3416_hetsic"
"5651","uce-237555_hetsic","uce-3417_hetsic"
"5652","uce-233075_hetsic","uce-3418_hetsic"
"5653","uce-121996_hetsic","uce-3419_hetsic"
"5654","uce-91595_hetsic","uce-2311_hetsic"
"5655","uce-230675_hetsic","uce-2312_hetsic"
"5656","uce-106871_hetsic","uce-3358_hetsic"
"5657","uce-121999_hetsic","uce-3420_hetsic"
"5658","uce-4014_hetsic","uce-3421_hetsic"
"5659","uce-91755_hetsic","uce-3422_hetsic"
"5660","uce-94325_hetsic","uce-3423_hetsic"
"5661","uce-49238_hetsic","uce-2318_hetsic"
"5662","uce-14400_hetsic","uce-2239_hetsic"
"5663","uce-4018_hetsic","uce-3704_hetsic"
"5664","uce-178419_hetsic","uce-4007_hetsic"
"5665","uce-182352_hetsic","uce-2240_hetsic"
"5666","uce-181884_hetsic","uce-3424_hetsic"
"5667","uce-227252_hetsic","uce-2241_hetsic"
"5668","uce-181887_hetsic","uce-3425_hetsic"
"5669","uce-6882_hetsic","uce-4008_hetsic"
"5670","uce-146070_hetsic","uce-4009_hetsic"
"5671","uce-169793_hetsic","uce-3253_hetsic"
"5672","uce-17211_hetsic","uce-2907_hetsic"
"5673","uce-182190_hetsic","uce-2847_hetsic"
"5674","uce-133329_hetsic","uce-2242_hetsic"
"5675","uce-205766_hetsic","uce-2849_hetsic"
"5676","uce-31662_hetsic","uce-3426_hetsic"
"5677","uce-199466_hetsic","uce-2850_hetsic"
"5678","uce-172004_hetsic","uce-3013_hetsic"
"5679","uce-237312_hetsic","uce-4010_hetsic"
"5680","uce-114153_hetsic","uce-3428_hetsic"
"5681","uce-134691_hetsic","uce-3429_hetsic"
"5682","uce-9858_hetsic","uce-2853_hetsic"
"5683","uce-9859_hetsic","uce-2854_hetsic"
"5684","uce-230000_hetsic","uce-3208_hetsic"
"5685","uce-63081_hetsic","uce-2855_hetsic"
"5686","uce-86861_hetsic","uce-2346_hetsic"
"5687","uce-132308_hetsic","uce-2857_hetsic"
"5688","uce-76563_hetsic","uce-2348_hetsic"
"5689","uce-91110_hetsic","uce-4012_hetsic"
"5690","uce-50849_hetsic","uce-2245_hetsic"
"5691","uce-166061_hetsic","uce-2350_hetsic"
"5692","uce-178960_hetsic","uce-3432_hetsic"
"5693","uce-21567_hetsic","uce-4014_hetsic"
"5694","uce-55160_hetsic","uce-3433_hetsic"
"5695","uce-202546_hetsic","uce-2522_hetsic"
"5696","uce-231305_hetsic","uce-3550_hetsic"
"5697","uce-147894_hetsic","uce-2246_hetsic"
"5698","uce-248398_hetsic","uce-2858_hetsic"
"5699","uce-241930_hetsic","uce-3099_hetsic"
"5700","uce-230521_hetsic","uce-3434_hetsic"
"5701","uce-66566_hetsic","uce-2859_hetsic"
"5702","uce-4168_hetsic","uce-4016_hetsic"
"5703","uce-33327_hetsic","uce-2247_hetsic"
"5704","uce-22099_hetsic","uce-3435_hetsic"
"5705","uce-35259_hetsic","uce-3711_hetsic"
"5706","uce-247717_hetsic","uce-3436_hetsic"
"5707","uce-183000_hetsic","uce-2862_hetsic"
"5708","uce-8527_hetsic","uce-2045_hetsic"
"5709","uce-152204_hetsic","uce-2248_hetsic"
"5710","uce-77767_hetsic","uce-3567_hetsic"
"5711","uce-94053_hetsic","uce-2249_hetsic"
"5712","uce-4941_hetsic","uce-3571_hetsic"
"5713","uce-111915_hetsic","uce-2860_hetsic"
"5714","uce-131027_hetsic","uce-4317_hetsic"
"5715","uce-215393_hetsic","uce-4018_hetsic"
"5716","uce-12303_hetsic","uce-2861_hetsic"
"5717","uce-159447_hetsic","uce-3439_hetsic"
"5718","uce-158667_hetsic","uce-2863_hetsic"
"5719","uce-155088_hetsic","uce-2139_hetsic"
"5720","uce-33225_hetsic","uce-2251_hetsic"
"5721","uce-16364_hetsic","uce-2252_hetsic"
"5722","uce-100892_hetsic","uce-4020_hetsic"
"5723","uce-218978_hetsic","uce-4021_hetsic"
"5724","uce-187257_hetsic","uce-3440_hetsic"
"5725","uce-135777_hetsic","uce-3505_hetsic"
"5726","uce-7097_hetsic","uce-3441_hetsic"
"5727","uce-83105_hetsic","uce-2255_hetsic"
"5728","uce-246973_hetsic","uce-2865_hetsic"
"5729","uce-159078_hetsic","uce-4122_hetsic"
"5730","uce-154748_hetsic","uce-2866_hetsic"
"5731","uce-188145_hetsic","uce-2393_hetsic"
"5732","uce-229349_hetsic","uce-2258_hetsic"
"5733","uce-98610_hetsic","uce-2867_hetsic"
"5734","uce-159393_hetsic","uce-4022_hetsic"
"5735","uce-163346_hetsic","uce-3442_hetsic"
"5736","uce-106674_hetsic","uce-2259_hetsic"
"5737","uce-163343_hetsic","uce-3443_hetsic"
"5738","uce-154566_hetsic","uce-4023_hetsic"
"5739","uce-102708_hetsic","uce-2260_hetsic"
"5740","uce-127467_hetsic","uce-3444_hetsic"
"5741","uce-70350_hetsic","uce-2868_hetsic"
"5742","uce-166932_hetsic","uce-2869_hetsic"
"5743","uce-38653_hetsic","uce-2870_hetsic"
"5744","uce-33134_hetsic","uce-2871_hetsic"
"5745","uce-123162_hetsic","uce-4024_hetsic"
"5746","uce-128450_hetsic","uce-3445_hetsic"
"5747","uce-6923_hetsic","uce-2872_hetsic"
"5748","uce-187494_hetsic","uce-4025_hetsic"
"5749","uce-44756_hetsic","uce-2411_hetsic"
"5750","uce-154103_hetsic","uce-3446_hetsic"
"5751","uce-48248_hetsic","uce-2261_hetsic"
"5752","uce-51821_hetsic","uce-2262_hetsic"
"5753","uce-66747_hetsic","uce-4026_hetsic"
"5754","uce-56848_hetsic","uce-3447_hetsic"
"5755","uce-106490_hetsic","uce-2263_hetsic"
"5756","uce-5102_hetsic","uce-2873_hetsic"
"5757","uce-85341_hetsic","uce-4027_hetsic"
"5758","uce-9298_hetsic","uce-4028_hetsic"
"5759","uce-69030_hetsic","uce-2874_hetsic"
"5760","uce-243419_hetsic","uce-3622_hetsic"
"5761","uce-9107_hetsic","uce-2264_hetsic"
"5762","uce-116015_hetsic","uce-2431_hetsic"
"5763","uce-64295_hetsic","uce-4029_hetsic"
"5764","uce-117544_hetsic","uce-2876_hetsic"
"5765","uce-228692_hetsic","uce-2266_hetsic"
"5766","uce-123290_hetsic","uce-4030_hetsic"
"5767","uce-97806_hetsic","uce-3211_hetsic"
"5768","uce-228981_hetsic","uce-2878_hetsic"
"5769","uce-8857_hetsic","uce-3645_hetsic"
"5770","uce-235227_hetsic","uce-2268_hetsic"
"5771","uce-8853_hetsic","uce-2269_hetsic"
"5772","uce-218620_hetsic","uce-4031_hetsic"
"5773","uce-25028_hetsic","uce-2414_hetsic"
"5774","uce-99811_hetsic","uce-3658_hetsic"
"5775","uce-33919_hetsic","uce-2270_hetsic"
"5776","uce-120235_hetsic","uce-2271_hetsic"
"5777","uce-171201_hetsic","uce-4032_hetsic"
"5778","uce-165716_hetsic","uce-2272_hetsic"
"5779","uce-21370_hetsic","uce-2880_hetsic"
"5780","uce-165710_hetsic","uce-2273_hetsic"
"5781","uce-42278_hetsic","uce-4034_hetsic"
"5782","uce-26899_hetsic","uce-2881_hetsic"
"5783","uce-171196_hetsic","uce-2274_hetsic"
"5784","uce-207681_hetsic","uce-3450_hetsic"
"5785","uce-54084_hetsic","uce-2044_hetsic"
"5786","uce-207687_hetsic","uce-3451_hetsic"
"5787","uce-64181_hetsic","uce-2275_hetsic"
"5788","uce-36638_hetsic","uce-2572_hetsic"
"5789","uce-145000_hetsic","uce-2883_hetsic"
"5790","uce-179556_hetsic","uce-2277_hetsic"
"5791","uce-101611_hetsic","uce-2278_hetsic"
"5792","uce-120125_hetsic","uce-4036_hetsic"
"5793","uce-232244_hetsic","uce-2279_hetsic"
"5794","uce-15301_hetsic","uce-3694_hetsic"
"5795","uce-157063_hetsic","uce-4038_hetsic"
"5796","uce-205910_hetsic","uce-2500_hetsic"
"5797","uce-205914_hetsic","uce-4039_hetsic"
"5798","uce-67500_hetsic","uce-4040_hetsic"
"5799","uce-99490_hetsic","uce-3453_hetsic"
"5800","uce-169865_hetsic","uce-2885_hetsic"
"5801","uce-151952_hetsic","uce-2243_hetsic"
"5802","uce-128112_hetsic","uce-4041_hetsic"
"5803","uce-16572_hetsic","uce-3702_hetsic"
"5804","uce-80843_hetsic","uce-2886_hetsic"
"5805","uce-202650_hetsic","uce-3455_hetsic"
"5806","uce-37459_hetsic","uce-2887_hetsic"
"5807","uce-250151_hetsic","uce-3709_hetsic"
"5808","uce-172512_hetsic","uce-4043_hetsic"
"5809","uce-21959_hetsic","uce-2888_hetsic"
"5810","uce-81466_hetsic","uce-2889_hetsic"
"5811","uce-199531_hetsic","uce-3522_hetsic"
"5812","uce-99638_hetsic","uce-3456_hetsic"
"5813","uce-24018_hetsic","uce-4045_hetsic"
"5814","uce-42303_hetsic","uce-2282_hetsic"
"5815","uce-124483_hetsic","uce-3458_hetsic"
"5816","uce-5312_hetsic","uce-2890_hetsic"
"5817","uce-23713_hetsic","uce-3459_hetsic"
"5818","uce-54280_hetsic","uce-3978_hetsic"
"5819","uce-191865_hetsic","uce-3606_hetsic"
"5820","uce-89077_hetsic","uce-3460_hetsic"
"5821","uce-200658_hetsic","uce-3461_hetsic"
"5822","uce-125027_hetsic","uce-3462_hetsic"
"5823","uce-210627_hetsic","uce-4046_hetsic"
"5824","uce-119448_hetsic","uce-2891_hetsic"
"5825","uce-51690_hetsic","uce-3308_hetsic"
"5826","uce-227625_hetsic","uce-4048_hetsic"
"5827","uce-12491_hetsic","uce-2892_hetsic"
"5828","uce-122555_hetsic","uce-3463_hetsic"
"5829","uce-5484_hetsic","uce-2283_hetsic"
"5830","uce-133550_hetsic","uce-3464_hetsic"
"5831","uce-27720_hetsic","uce-4091_hetsic"
"5832","uce-119667_hetsic","uce-4050_hetsic"
"5833","uce-67173_hetsic","uce-4051_hetsic"
"5834","uce-247779_hetsic","uce-3524_hetsic"
"5835","uce-70333_hetsic","uce-2624_hetsic"
"5836","uce-76194_hetsic","uce-3465_hetsic"
"5837","uce-208330_hetsic","uce-4053_hetsic"
"5838","uce-49225_hetsic","uce-2893_hetsic"
"5839","uce-5007_hetsic","uce-3466_hetsic"
"5840","uce-170648_hetsic","uce-4302_hetsic"
"5841","uce-223894_hetsic","uce-3467_hetsic"
"5842","uce-227534_hetsic","uce-3468_hetsic"
"5843","uce-122425_hetsic","uce-2894_hetsic"
"5844","uce-209080_hetsic","uce-3469_hetsic"
"5845","uce-25492_hetsic","uce-2588_hetsic"
"5846","uce-48837_hetsic","uce-2232_hetsic"
"5847","uce-185869_hetsic","uce-2592_hetsic"
"5848","uce-223417_hetsic","uce-2285_hetsic"
"5849","uce-240831_hetsic","uce-2595_hetsic"
"5850","uce-122772_hetsic","uce-3470_hetsic"
"5851","uce-231429_hetsic","uce-2895_hetsic"
"5852","uce-3517_hetsic","uce-3525_hetsic"
"5853","uce-54174_hetsic","uce-3471_hetsic"
"5854","uce-27439_hetsic","uce-4055_hetsic"
"5855","uce-49324_hetsic","uce-2896_hetsic"
"5856","uce-114148_hetsic","uce-2286_hetsic"
"5857","uce-84653_hetsic","uce-2897_hetsic"
"5858","uce-230792_hetsic","uce-2287_hetsic"
"5859","uce-4377_hetsic","uce-2898_hetsic"
"5860","uce-122395_hetsic","uce-2899_hetsic"
"5861","uce-76575_hetsic","uce-4056_hetsic"
"5862","uce-99627_hetsic","uce-3472_hetsic"
"5863","uce-230886_hetsic","uce-2900_hetsic"
"5864","uce-250481_hetsic","uce-3473_hetsic"
"5865","uce-166729_hetsic","uce-4057_hetsic"
"5866","uce-122399_hetsic","uce-2901_hetsic"
"5867","uce-231684_hetsic","uce-2902_hetsic"
"5868","uce-229006_hetsic","uce-2903_hetsic"
"5869","uce-178914_hetsic","uce-2288_hetsic"
"5870","uce-249499_hetsic","uce-2289_hetsic"
"5871","uce-74598_hetsic","uce-4058_hetsic"
"5872","uce-169672_hetsic","uce-2904_hetsic"
"5873","uce-132116_hetsic","uce-2905_hetsic"
"5874","uce-155190_hetsic","uce-3474_hetsic"
"5875","uce-30815_hetsic","uce-2750_hetsic"
"5876","uce-187399_hetsic","uce-4060_hetsic"
"5877","uce-241906_hetsic","uce-3475_hetsic"
"5878","uce-219569_hetsic","uce-3803_hetsic"
"5879","uce-90966_hetsic","uce-3476_hetsic"
"5880","uce-59386_hetsic","uce-4061_hetsic"
"5881","uce-152187_hetsic","uce-2908_hetsic"
"5882","uce-12475_hetsic","uce-2291_hetsic"
"5883","uce-169585_hetsic","uce-4062_hetsic"
"5884","uce-67198_hetsic","uce-3477_hetsic"
"5885","uce-198789_hetsic","uce-2292_hetsic"
"5886","uce-200649_hetsic","uce-2236_hetsic"
"5887","uce-97828_hetsic","uce-3126_hetsic"
"5888","uce-123118_hetsic","uce-2702_hetsic"
"5889","uce-234094_hetsic","uce-2293_hetsic"
"5890","uce-164613_hetsic","uce-3479_hetsic"
"5891","uce-177368_hetsic","uce-4063_hetsic"
"5892","uce-70298_hetsic","uce-3480_hetsic"
"5893","uce-3988_hetsic","uce-3481_hetsic"
"5894","uce-51015_hetsic","uce-4064_hetsic"
"5895","uce-248638_hetsic","uce-3482_hetsic"
"5896","uce-117956_hetsic","uce-2909_hetsic"
"5897","uce-55535_hetsic","uce-2910_hetsic"
"5898","uce-191881_hetsic","uce-3483_hetsic"
"5899","uce-143413_hetsic","uce-4066_hetsic"
"5900","uce-65734_hetsic","uce-3484_hetsic"
"5901","uce-218981_hetsic","uce-2911_hetsic"
"5902","uce-62106_hetsic","uce-3485_hetsic"
"5903","uce-65731_hetsic","uce-3824_hetsic"
"5904","uce-69805_hetsic","uce-2295_hetsic"
"5905","uce-137354_hetsic","uce-2296_hetsic"
"5906","uce-137351_hetsic","uce-2297_hetsic"
"5907","uce-187717_hetsic","uce-3448_hetsic"
"5908","uce-109411_hetsic","uce-2298_hetsic"
"5909","uce-151986_hetsic","uce-3534_hetsic"
"5910","uce-31695_hetsic","uce-4068_hetsic"
"5911","uce-151509_hetsic","uce-4017_hetsic"
"5912","uce-154559_hetsic","uce-2913_hetsic"
"5913","uce-154005_hetsic","uce-2914_hetsic"
"5914","uce-187534_hetsic","uce-4070_hetsic"
"5915","uce-229556_hetsic","uce-3894_hetsic"
"5916","uce-189376_hetsic","uce-3488_hetsic"
"5917","uce-239648_hetsic","uce-2299_hetsic"
"5918","uce-102717_hetsic","uce-3489_hetsic"
"5919","uce-247185_hetsic","uce-2300_hetsic"
"5920","uce-148556_hetsic","uce-3490_hetsic"
"5921","uce-226970_hetsic","uce-2915_hetsic"
"5922","uce-36408_hetsic","uce-4071_hetsic"
"5923","uce-198124_hetsic","uce-3848_hetsic"
"5924","uce-192259_hetsic","uce-2917_hetsic"
"5925","uce-242861_hetsic","uce-2302_hetsic"
"5926","uce-51839_hetsic","uce-3492_hetsic"
"5927","uce-66008_hetsic","uce-2918_hetsic"
"5928","uce-9661_hetsic","uce-2303_hetsic"
"5929","uce-212156_hetsic","uce-4072_hetsic"
"5930","uce-149977_hetsic","uce-3493_hetsic"
"5931","uce-47211_hetsic","uce-3854_hetsic"
"5932","uce-207851_hetsic","uce-3494_hetsic"
"5933","uce-228533_hetsic","uce-2920_hetsic"
"5934","uce-221222_hetsic","uce-2304_hetsic"
"5935","uce-16164_hetsic","uce-4074_hetsic"
"5936","uce-58716_hetsic","uce-3495_hetsic"
"5937","uce-126673_hetsic","uce-4075_hetsic"
"5938","uce-158494_hetsic","uce-2921_hetsic"
"5939","uce-43684_hetsic","uce-2305_hetsic"
"5940","uce-65448_hetsic","uce-2306_hetsic"
"5941","uce-80420_hetsic","uce-4076_hetsic"
"5942","uce-235238_hetsic","uce-3496_hetsic"
"5943","uce-232010_hetsic","uce-3497_hetsic"
"5944","uce-145492_hetsic","uce-2922_hetsic"
"5945","uce-108042_hetsic","uce-4006_hetsic"
"5946","uce-139230_hetsic","uce-2745_hetsic"
"5947","uce-101714_hetsic","uce-2752_hetsic"
"5948","uce-44815_hetsic","uce-4078_hetsic"
"5949","uce-13197_hetsic","uce-4079_hetsic"
"5950","uce-227639_hetsic","uce-2845_hetsic"
"5951","uce-232490_hetsic","uce-2307_hetsic"
"5952","uce-130694_hetsic","uce-2755_hetsic"
"5953","uce-30488_hetsic","uce-2923_hetsic"
"5954","uce-21142_hetsic","uce-2308_hetsic"
"5955","uce-96741_hetsic","uce-2309_hetsic"
"5956","uce-19025_hetsic","uce-4033_hetsic"
"5957","uce-96749_hetsic","uce-2310_hetsic"
"5958","uce-20446_hetsic","uce-4081_hetsic"
